video id,views,likes,dislikes,comment_count
YbHdBoHMxK4,"5,265,649","73,969",946,515
aHKzU_rXdw8,"1,722,160","40,274",512,"1,255"
WbYqfpnw7sE,"4,733",11,No,0
rutlOmdgqgI,"191,562",765,54,51
nUv22OHdjQU,"4,657,945","39,945","9,077",0
fEjag-a7TyU,"1,316,714","11,071",580,"1,105"
3k6RD9zVvpE,"13,870,837","415,436","3,692","20,511"
-El8z4uy5Ac,"1,110,171","22,556","1,534","2,472"
w2Es7-c9GAk,"2,397,831","11,086","2,748","1,891"
B-PVT_rclnM,"1,055,421","40,061","1,168","1,626"
6LuHS7ZeSjE,"3,790,885","66,891","1,978","2,808"
R8hccXRk3MI,"726,556","10,590","1,583",0
wx-M8sxcOp8,"1,811,577","11,588",863,"4,473"
jH2t4Tcl3Pg,0,0,0,0
3oXhLdeuxDw,"1,323,315","12,092",381,"1,796"
aVpvVq_yZLM,"176,552",704,858,"1,086"
luZEZgZNFAg,"667,135","14,583",455,741
zOgle88sKro,"803,589","26,596",229,"1,160"
YkLzdHTv3G0,"923,197","40,255","1,005","1,771"
FZ_jNGKCIWs,"456,345","10,897",873,"2,163"
G_UHknhNbAQ,"1,278,186","25,972","1,022","3,952"
iBy6XRHPODQ,"1,955,893","30,369",277,"1,938"
dLRZTBtdMUg,"243,692","3,822",135,0
vNya04dlC4I,"76,710",212,292,228
ZkPSbp3zTfo,"5,708,486","105,198","4,958","8,464"
euaGS3tPRBw,"3,082,484","39,093","2,395","3,145"
X_tYrnv_o6A,"750,846","40,845",322,"4,425"
FaJmopuuhZE,"596,933","8,178",325,0
iatq3Rn4vsg,"1,645,650","33,239",462,"2,577"
TIQqb80eg24,"6,219,656","200,960","3,643","12,413"
f45Va7jMSx4,"354,190","8,866",251,364
qv9Gt38LOKQ,"1,205,570","31,484",909,0
r4a5ZzHclCs,"119,425","4,936",71,275
Kn5UgGQukYQ,"42,415",None,None,0
uLHygq6Mm-0,"117,937","1,143",59,194
aD5dCMBeySA,"233,255","2,170",91,300
U44YLdW9AL4,"466,269","15,258",442,"2,003"
cyhU06cXfeU,"2,215,243","103,748","1,089","16,457"
Djxjmq9pvrM,"214,637","5,006",242,377
KQkkgD2p3Ow,"1,895,616","13,701","1,283","1,403"
caN18WcW5XU,"142,663","1,630",42,0
j7I-d1B6HwE,"151,900",374,131,83
VMRIc4ayRlM,"146,443","3,593",564,"3,726"
6SjslBAJkJI,"1,789,284","24,163",666,0
WeOwqu6gOPs,"558,215","19,860",133,415
F86S9Uc4mP4,"1,796,256","14,760","1,290","5,734"
ZvdTNDMru78,"116,864",963,98,109
Q1EgRiVdT5w,"245,629","8,998",283,341
nenhv6uTdmw,"250,448","3,365",248,351
c8DogLWrs90,"82,238","2,019",63,180
jPkRGHivRD8,"129,093","4,417",219,591
wPib0uRFmC0,"169,485","6,662",45,400
b6fepBtNgVM,"8,431,755","271,396","2,501","10,302"
A_mlvG_nRsg,0,0,0,0
k_YtadXMmD4,"349,929",657,17,0
