video_id,publish_time,views,likes,dislikes,comment_count,new_views,new likes,new dislikes,new comment_count,views_change,likes_change,dislikes_change,comment_count_change
dRpNZV18N_g,2017-11-12T14:00:04.000Z,324024.0,10288.0,274.0,1586.0,928404.0,16226.0,414.0,2063.0,604380.0,5938.0,140.0,477.0
fcVjitaM3LY,2017-11-13T12:13:36.000Z,188957.0,7394.0,75.0,680.0,373028.0,9073.0,154.0,0.0,184071.0,1679.0,79.0,-680.0
qeWvgZLz9yU,2017-11-13T16:00:03.000Z,265799.0,14179.0,384.0,1727.0,499218.0,19058.0,572.0,0.0,233419.0,4879.0,188.0,-1727.0
iIxy3JN3-jc,2017-11-13T15:42:28.000Z,87403.0,285.0,128.0,175.0,89420.0,284.0,128.0,123.0,2017.0,-1.0,0.0,-52.0
U0hAC8O7RoI,2017-11-13T01:43:12.000Z,1694708.0,43997.0,6027.0,3608.0,7711195.0,114715.0,23847.0,10232.0,6016487.0,70718.0,17820.0,6624.0
n1WpP7iowLc,2017-11-10T17:00:03.000Z,26448434.0,911883.0,53873.0,127481.0,59475701.0,1179338.0,74903.0,133118.0,33027267.0,267455.0,21030.0,5637.0
hz7ukDjuq4w,2017-11-12T23:41:37.000Z,147851.0,5319.0,171.0,739.0,417310.0,9018.0,286.0,0.0,269459.0,3699.0,115.0,-739.0
p2hJxyF7mok,2017-11-12T05:55:42.000Z,472936.0,2867.0,185.0,467.0,1729943.0,7303.0,536.0,0.0,1257007.0,4436.0,351.0,-467.0
0mlNzVSJrT0,2017-04-21T06:47:32.000Z,122634.0,2908.0,210.0,595.0,155461.0,2982.0,214.0,573.0,32827.0,74.0,4.0,-22.0
Om_zGhJLZ5U,2017-11-12T18:00:03.000Z,288922.0,7515.0,792.0,2111.0,425342.0,9408.0,961.0,1924.0,136420.0,1893.0,169.0,-187.0
e_7zHm7GsYc,2017-11-13T15:01:18.000Z,112866.0,3643.0,112.0,137.0,722675.0,13097.0,265.0,0.0,609809.0,9454.0,153.0,-137.0
dQvIbulWCM4,2017-11-12T23:41:48.000Z,900779.0,47602.0,1876.0,3796.0,1655856.0,61619.0,2411.0,4760.0,755077.0,14017.0,535.0,964.0
zZ9FciUx6gs,2017-11-13T15:31:44.000Z,459969.0,16399.0,822.0,1226.0,1528661.0,27324.0,1558.0,1957.0,1068692.0,10925.0,736.0,731.0
PaJCFHXcWmM,2017-11-13T17:00:04.000Z,441712.0,12162.0,482.0,6058.0,2720333.0,23424.0,1058.0,1444.0,2278621.0,11262.0,576.0,-4614.0
goP4Z5wyOlM,2017-11-12T21:16:40.000Z,34785.0,308.0,26.0,413.0,44161.0,332.0,29.0,0.0,9376.0,24.0,3.0,-413.0
NZFhMSgbKKM,2017-11-13T15:11:00.000Z,22302.0,83.0,75.0,63.0,23914.0,93.0,75.0,55.0,1612.0,10.0,0.0,-8.0
0tO_l_Ed5Rs,2017-11-11T16:00:01.000Z,393265.0,16805.0,19201.0,8480.0,576535.0,22561.0,21689.0,8605.0,183270.0,5756.0,2488.0,125.0
STI2fI7sKMo,2017-11-11T15:00:03.000Z,352770.0,4782.0,1838.0,741.0,478883.0,6918.0,1856.0,821.0,126113.0,2136.0,18.0,80.0
BWPrk9PUwQE,2017-11-12T00:45:54.000Z,1856410.0,38114.0,2049.0,2768.0,2769270.0,52792.0,2627.0,3491.0,912860.0,14678.0,578.0,723.0
ogYum4kWXgk,2017-11-13T13:00:06.000Z,195143.0,5171.0,69.0,239.0,372012.0,7343.0,120.0,0.0,176869.0,2172.0,51.0,-239.0
sbcbvuitiTc,2017-11-10T18:23:05.000Z,1015189.0,2133.0,2483.0,1465.0,1083577.0,2198.0,2570.0,1228.0,68388.0,65.0,87.0,-237.0
zNqCVTs38nU,2017-11-13T02:15:30.000Z,47760.0,132.0,77.0,41.0,50328.0,141.0,77.0,0.0,2568.0,9.0,0.0,-41.0
DM-ni_LSOFE,2017-11-10T23:05:25.000Z,2374251.0,49509.0,3038.0,8545.0,3948184.0,68824.0,3598.0,8378.0,1573933.0,19315.0,560.0,-167.0
0PpNlNJ6Nng,2017-11-11T19:03:43.000Z,2083918.0,106243.0,1461.0,12707.0,5552367.0,168695.0,2457.0,21294.0,3468449.0,62452.0,996.0,8587.0
c-3JxzN2u34,2017-11-12T15:05:55.000Z,10541.0,261.0,7.0,19.0,15610.0,377.0,7.0,28.0,5069.0,116.0,0.0,9.0
069D0NmW39o,2017-11-11T15:00:00.000Z,1155622.0,16060.0,883.0,1018.0,2063378.0,22446.0,1125.0,919.0,907756.0,6386.0,242.0,-99.0
9t9u_yPEidY,2017-11-10T15:00:00.000Z,17679753.0,248909.0,21039.0,13058.0,80566957.0,512702.0,41358.0,0.0,62887204.0,263793.0,20319.0,-13058.0
KODzih-pYlU,2017-11-11T18:08:04.000Z,218186.0,7773.0,230.0,443.0,287906.0,9982.0,245.0,439.0,69720.0,2209.0,15.0,-4.0
8NHA23f7LvU,2017-11-10T19:06:23.000Z,1496225.0,16116.0,236.0,605.0,4763376.0,36744.0,565.0,1095.0,3267151.0,20628.0,329.0,490.0
w0XYVssCKjw,2017-11-11T20:00:02.000Z,194930.0,6466.0,139.0,536.0,415144.0,10041.0,238.0,671.0,220214.0,3575.0,99.0,135.0
pjuPpVLXDQg,2017-11-13T00:46:11.000Z,100120.0,154.0,15.0,48.0,335917.0,302.0,26.0,0.0,235797.0,148.0,11.0,-48.0
9xSx-5tmq44,2017-11-11T06:34:48.000Z,312769.0,8665.0,360.0,966.0,350728.0,9356.0,407.0,899.0,37959.0,691.0,47.0,-67.0
4v0nOAzcG2A,2017-11-11T15:38:32.000Z,300601.0,10497.0,382.0,991.0,610955.0,15641.0,592.0,1122.0,310354.0,5144.0,210.0,131.0
oTObwUiXdYY,2017-11-13T15:44:35.000Z,33761.0,149.0,45.0,222.0,35583.0,157.0,46.0,168.0,1822.0,8.0,1.0,-54.0
1cgK-BIrXes,2017-11-10T15:07:13.000Z,849499.0,27121.0,2042.0,5181.0,1050342.0,28552.0,2825.0,5068.0,200843.0,1431.0,783.0,-113.0
ujyTQNNjjDU,2017-11-10T05:00:01.000Z,5159763.0,146732.0,4515.0,7048.0,24357236.0,270999.0,10414.0,0.0,19197473.0,124267.0,5899.0,-7048.0
PABlVzeldaM,2017-11-12T13:13:33.000Z,256760.0,782.0,98.0,793.0,304848.0,988.0,109.0,722.0,48088.0,206.0,11.0,-71.0
6340tX9M_eM,2017-11-10T19:00:00.000Z,629166.0,8985.0,463.0,1030.0,1071725.0,10602.0,559.0,1167.0,442559.0,1617.0,96.0,137.0
8mhTWqWlQzU,2017-11-11T01:19:33.000Z,3031863.0,121285.0,1186.0,6852.0,7163516.0,173079.0,2147.0,9853.0,4131653.0,51794.0,961.0,3001.0
t4YAyT4ihIQ,2017-11-10T18:30:01.000Z,3913682.0,129182.0,8991.0,5531.0,13333157.0,225836.0,13095.0,7770.0,9419475.0,96654.0,4104.0,2239.0
MNiweoKXwfg,2017-11-13T17:00:26.000Z,20529.0,318.0,11.0,41.0,63339.0,493.0,13.0,40.0,42810.0,175.0,2.0,-1.0
Jw1Y-zhQURU,2017-11-10T07:38:29.000Z,8041928.0,60434.0,11437.0,7545.0,10029195.0,68362.0,13369.0,6842.0,1987267.0,7928.0,1932.0,-703.0
2Vv-BfVoq4g,2017-11-09T11:04:14.000Z,43449654.0,1788960.0,24548.0,93428.0,1382346431.0,7939944.0,316030.0,0.0,1338896777.0,6150984.0,291482.0,-93428.0
UFYCTJlayS4,2017-11-11T03:56:10.000Z,59168.0,2412.0,193.0,274.0,95169.0,3072.0,254.0,273.0,36001.0,660.0,61.0,-1.0
cccyOn99s4Y,2017-11-10T23:00:01.000Z,82713.0,3124.0,151.0,250.0,134121.0,4325.0,168.0,255.0,51408.0,1201.0,17.0,5.0
abGCYPCk294,2017-11-11T17:55:27.000Z,45236.0,1581.0,110.0,911.0,47115.0,1602.0,115.0,888.0,1879.0,21.0,5.0,-23.0
lY_0mkYDZDU,2017-11-10T17:00:05.000Z,403887.0,20780.0,643.0,1739.0,2393566.0,40841.0,1708.0,0.0,1989679.0,20061.0,1065.0,-1739.0
k8NxqyGcZA4,2017-11-10T12:59:55.000Z,277614.0,2609.0,5622.0,2337.0,330982.0,2876.0,5801.0,2219.0,53368.0,267.0,179.0,-118.0
IE-xepGLVt8,2017-11-10T12:04:17.000Z,237307.0,1896.0,74.0,260.0,807793.0,6017.0,228.0,543.0,570486.0,4121.0,154.0,283.0
ObIQ0s02UHg,2017-11-10T14:40:48.000Z,2954882.0,52519.0,2453.0,1948.0,18673507.0,129265.0,7665.0,3836.0,15718625.0,76746.0,5212.0,1888.0
cOc3tsFWoRs,2017-11-10T09:35:00.000Z,1497519.0,15504.0,353.0,1084.0,4092809.0,30625.0,675.0,1818.0,2595290.0,15121.0,322.0,734.0
AJYb0Yom5UQ,2017-10-17T20:01:44.000Z,172587.0,379.0,49.0,199.0,177632.0,380.0,49.0,195.0,5045.0,1.0,0.0,-4.0
gLswXiRLdkA,2017-11-11T02:42:23.000Z,525210.0,24412.0,1259.0,1847.0,1054219.0,36175.0,1619.0,2272.0,529009.0,11763.0,360.0,425.0
MyEqfBkzESU,2017-11-10T20:40:44.000Z,390261.0,9474.0,3091.0,3207.0,3029460.0,44443.0,7867.0,9395.0,2639199.0,34969.0,4776.0,6188.0
wJYE0sFOteE,2017-11-10T16:01:04.000Z,99019.0,2404.0,40.0,135.0,344329.0,5225.0,107.0,260.0,245310.0,2821.0,67.0,125.0
L_5_slz4ke4,2017-11-12T20:26:46.000Z,11156.0,86.0,22.0,74.0,14758.0,110.0,25.0,86.0,3602.0,24.0,3.0,12.0
OKoL852K9uA,2017-11-11T05:23:36.000Z,122772.0,3912.0,298.0,403.0,184445.0,5130.0,333.0,416.0,61673.0,1218.0,35.0,13.0
pa_oUisZZy0,2017-11-11T00:30:16.000Z,243412.0,7782.0,104.0,340.0,2750864.0,71938.0,851.0,2422.0,2507452.0,64156.0,747.0,2082.0
fNtLIcyjsnI,2017-11-09T17:11:32.000Z,2122489.0,20085.0,1104.0,1321.0,6971424.0,37786.0,2010.0,1822.0,4848935.0,17701.0,906.0,501.0
_Iz83-Cmt6A,2017-11-09T22:23:51.000Z,58135.0,519.0,69.0,65.0,195886.0,1291.0,143.0,117.0,137751.0,772.0,74.0,52.0
YlvCVbfS9M0,2017-11-11T15:11:18.000Z,935744.0,37129.0,622.0,2673.0,1466792.0,43038.0,757.0,2499.0,531048.0,5909.0,135.0,-174.0
arJ5h2TY3I4,2017-11-10T17:00:51.000Z,1233722.0,115781.0,1615.0,9706.0,4534568.0,223716.0,3046.0,0.0,3300846.0,107935.0,1431.0,-9706.0
-2RVw2_QyxQ,2017-11-12T02:39:01.000Z,71089.0,460.0,27.0,20.0,82165.0,496.0,28.0,27.0,11076.0,36.0,1.0,7.0
gEHCXl4J9Qo,2017-11-10T02:32:15.000Z,2720774.0,76529.0,1960.0,3599.0,4113434.0,86086.0,2164.0,4019.0,1392660.0,9557.0,204.0,420.0
-OK9i1_YYYc,2017-11-12T00:18:43.000Z,46260.0,2286.0,35.0,17.0,48339.0,2258.0,35.0,14.0,2079.0,-28.0,0.0,-3.0
b4vTZx_AtHk,2017-11-09T18:36:48.000Z,2291077.0,102726.0,12794.0,11941.0,3702521.0,128878.0,14905.0,13645.0,1411444.0,26152.0,2111.0,1704.0
kOnQocd799Y,2017-11-09T17:14:11.000Z,2844271.0,60500.0,3667.0,8122.0,5608147.0,92387.0,6821.0,10274.0,2763876.0,31887.0,3154.0,2152.0
e4FApt6z55c,2017-11-10T15:43:00.000Z,226659.0,9725.0,400.0,1027.0,2299566.0,31737.0,1704.0,2434.0,2072907.0,22012.0,1304.0,1407.0
2XK4omx9uMU,2017-11-10T14:40:32.000Z,1354030.0,57838.0,512.0,1257.0,17103992.0,352261.0,3970.0,12809.0,15749962.0,294423.0,3458.0,11552.0
