views_change,likes,dislikes,comment_count,views,publish_time
1103110,20647,403,1688,1136277,192
215621,51635,2101,12826,2686026,180
682735,51169,491,5511,770953,181
2084869,98840,13808,7603,3514734,183
1067793,124998,1555,8131,3291206,188
1433364,12460,469,1960,1150554,179
3099851,355336,6260,30425,6187534,182
377825,22377,823,1088,1130020,183
111223,868,160,107,1187812,185
80532,7275,772,1532,474495,186
12382179,37479,825,1063,1759167,191
1510119,40752,706,22279,668491,178
4290261,81908,1300,4103,2676610,179
98637,12707,374,2388,299370,179
93347,26701,351,5693,614024,183
1964173,41564,682,1996,1215287,184
1315421,85558,715,2111,2422767,185
11727273,428599,3744,43798,6215935,186
715640,9083,190,456,386991,187
3391442,49716,579,979,2592351,190
3875034,48424,2117,3319,2712798,177
1497689,91969,2317,7969,3174393,179
261314,13991,355,1471,341347,179
5114564,12513,1525,1068,1962973,190
34903622,1565579,32705,194290,52404970,183
113092,9336,604,523,913811,185
247049,8772,318,730,498613,187
573360,34047,1788,3173,672329,189
255494,19767,386,1341,480569,175
1735140,7689,552,589,576001,177
3306849,9250,855,350,930867,178
54701,10218,137,903,178765,179
186368,11648,453,799,284574,184
197929992,1928392,113990,162990,71560694,187
36577,20436,4523,1731,799878,175
35096,1994,352,240,670565,176
963699,35757,541,1588,583346,177
35326,13379,1668,3718,526710,179
924318,226418,1773,9127,2592896,181
4428342,10702,363,375,788947,183
1152778,58027,383,11075,798810,186
42053,3240,229,1154,444092,173
1991563,70847,7339,11115,3306586,176
29127322,522793,5557,28178,13075811,176
15733,7449,342,824,652917,178
868892,26249,639,2109,1005811,179
16273,2253,48,144,327251,181
540917,7305,264,306,349965,183
1156413,101226,2361,5598,2411761,185
351141,5274,164,387,370464,172
112890,20981,300,2250,352048,173
10247,2014,107,421,316194,174
6104963,169384,4454,10716,5758360,176
338298,12008,679,1234,1033482,177
733384,13468,335,310,1441446,179
5460139,290623,11083,31604,7497772,181
323923,86122,566,4357,1769200,183
1478707,28222,788,1819,2290382,172
636818,6211,107,660,301674,172
6465563,150621,4161,10751,3290220,175
4785772,43664,1473,2948,2927970,175
811265,18448,2171,1949,1641394,177
170303,53603,4143,6318,1045168,178
111011,42271,643,3348,839932,179
2242144,54676,9574,5715,1787925,181
1736980,79848,4999,21726,3326832,184
1448358,161751,1974,11742,1776352,170
272065,4407,1341,496,590126,173
1833909,92519,1162,9327,2384671,174
1147825,6601,2205,2142,3856726,176
103787,11629,112,2054,253263,177
24715120,615429,22366,80024,12529936,180
454830,64794,1237,5772,846124,183
1439384,34746,843,2317,1228275,170
1924994,21797,266,1112,999933,171
30928,6398,427,3143,268430,172
823710,18762,306,1916,649994,173
2262093,21539,126,2385,282389,174
1408109,23527,2060,2151,1243560,177
102445,20089,637,830,402706,178
140250,10061,602,5373,632821,180
737542,22140,377,1416,809389,182
3548519,258964,6591,19905,8734726,170
93606,7428,377,1627,749223,170
343799,18976,406,1923,566518,172
47708,17070,613,2449,656029,172
10423835,443232,8238,68244,18310912,173
109677,10410,434,510,315079,175
1767333,17425,345,1519,1161732,176
101194,31855,391,5181,398699,179
4036639,98896,8019,11137,1656235,168
3497861,161761,4390,12824,4046025,170
549144,20766,372,1312,426969,169
1493134,2648,170,357,223020,172
260155,16411,1764,3441,556976,174
1937676,45701,1815,2857,1855559,176
38059,3814,253,1409,439956,166
34337,9763,158,1110,228568,168
147434,26668,509,1856,632051,170
2454215,60231,637,1967,1507123,171
367285,56438,1850,3659,1095765,172
143697,9880,563,988,222653,172
36931,19292,31651,32932,906941,175
660819,8159,605,694,866371,176
76921,51002,1838,7027,998311,177
135951,23938,482,1722,921172,166
151900,21628,988,3064,505086,167
779126,39859,556,2852,2929399,169
913269,16644,727,1219,719123,169
394857,40883,305,1458,659212,171
556699,14705,211,610,321560,170
203061,11486,333,1148,339517,173
2051179,150052,2252,9738,3371618,178
17555214,138623,4808,4966,6554859,165
2531454,116418,5587,16879,4787793,167
805355,15987,647,1184,845650,168
166299,22003,1439,2733,1077108,171
387205,96820,712,6837,2755456,172
107165,28820,569,2239,655002,173
3660193,64534,1877,4321,1537417,177
423345,13311,607,1069,954635,178
1967532,98611,2997,4197,3121631,164
290960,41568,6687,7014,4440991,165
4041627,163338,874,7195,2231688,168
20761099,381842,3939,27379,8025153,172
424682,66573,1190,4971,1162734,173
13113462,74911,2307,8615,3010746,175
1059245,14142,189,898,3280332,177
1898777,23179,1254,4249,1372300,163
1135323,36693,3333,3142,808829,164
116583,4969,449,1205,778479,165
68600,13654,2291,2463,611341,167
4434490,292738,6004,22702,4789480,169
208275,20550,557,7205,1149510,169
1008287,26374,704,849,769382,171
115522,11033,218,2454,259179,172
780349,21650,301,1231,820955,173
5553785,94802,2199,3738,5609393,156
909057,10666,190,530,372228,156
470085,41417,1524,9812,2097854,158
946045,110287,3109,11465,2607302,160
833205,28193,788,869,2593188,162
373748,170257,7042,24161,2495467,163
17508149,548563,11180,53665,15552885,164
213320,14667,354,8052,462810,166
6575415,180986,3372,9976,3105286,155
246082,28347,1436,1893,602591,156
2757276,38910,2325,1512,4409293,157
6811593,183101,20476,34633,10271274,159
159839,18263,189,1669,336872,159
3725322,64035,1340,1839,2817973,162
3473219,272821,11577,27986,6388743,164
15684631,385303,11915,17156,15088622,166
1141678,87005,4820,7804,2272385,168
20319741,339824,13824,29831,25274694,155
157354,5238,460,1028,359438,155
141022,13234,230,734,356063,156
204140,17756,74,1068,399657,157
122165,11733,394,775,611997,159
1188099,21804,301,2219,716164,161
305430,23886,776,1639,965264,163
733089,29464,479,5715,1380632,164
167941,36386,892,2735,755522,152
136773,33748,3360,8085,1438398,155
49764,5994,882,1014,371677,155
34198361,281374,17117,37412,14487632,157
48201,10920,2524,2600,1240985,158
110140,22063,1158,2021,458231,160
2500184,35825,443,1303,1792082,162
201300,131771,2314,20591,1405318,164
2801345,96754,1856,23077,2444087,169
1715197,77211,4396,9872,3552320,153
3596208,83646,2674,6091,4478472,154
249286,10750,432,1344,857855,155
52364998,433074,25366,22069,19150418,158
659274,15081,585,1963,1780209,159
326521,63487,1253,3298,631554,163
73525,103899,5805,11628,3032542,166
1231363,39153,2691,2094,2714802,168
481589,61868,946,23593,1175192,150
812210,14403,273,3746,240123,151
275090,16529,618,2209,775924,153
19096,2102,74,220,241832,155
132501,4995,238,1138,133022,155
6086882,408018,8818,28186,15261429,159
1140429,167615,2796,14310,2626381,160
193642,25650,1604,3125,733482,162
291369,50638,673,1509,1851372,164
6729015,377623,7464,30707,9001804,169
515825,47105,971,2872,1043209,150
610856,26506,611,1783,796462,151
45919,80973,706,6881,886234,152
210094298,1427436,40837,55320,122544931,156
540036,33261,475,2174,1445949,156
202952,51086,2130,5615,1246192,157
3323191,207197,3223,38569,3948004,160
9863299,235339,29865,15057,8806173,162
3678727,300602,19537,59994,5790135,167
3353483,65260,3353,4554,4878311,148
1511579,23120,452,2444,1288201,149
55510,28252,1695,2379,3510260,152
68224,19903,361,1189,594958,152
268463,9011,547,4545,1359328,156
832370,10276,189,281,329873,157
1279931,2357,1147,450,419400,159
83491,32630,2071,4489,1702293,162
1628080,101380,3099,9189,2454563,148
255962,5432,191,514,613552,148
87470,10149,290,376,244088,149
42061,22538,9079,2058,1250022,152
1277500,41026,1242,2203,2469559,153
6450917,40396,1404,3286,1672881,155
347943,109338,2642,7794,1561955,156
75359,13364,900,2244,321078,157
467996,14824,881,1701,671611,160
76122,11622,333,704,438733,163
162789,30835,691,7429,756331,147
80455114,304469,14239,10190,29075706,148
7846,14539,1540,1419,469815,152
100307,4630,116,629,423043,152
160551,8358,168,633,327777,156
603624,9782,254,1269,509583,162
183527,50807,1037,3739,951177,145
1191516,185468,2450,19998,4269447,146
8986334,330679,6158,9174,15042428,148
51713,2863,225,760,921062,149
1196884,15013,442,3008,593001,149
134977,10385,546,1066,248880,154
555583,17420,1513,4518,619376,156
118000,8469,887,1465,769460,161
339592,15577,417,1465,665478,144
243899,19857,928,4310,940127,146
9931,2860,933,0,397776,147
622438,17572,439,3181,688114,148
2296900,56321,1785,3829,2371234,150
5436621,115979,3509,2190,14444272,150
247811,50169,3443,4568,1534016,152
313177,16054,1006,1621,1953661,155
163939,53282,814,9743,1004615,156
294193,20907,423,2256,565288,159
3583205,60869,1845,2591,4174131,144
858402,38810,944,3104,1188777,145
4998540,68869,10428,25538,5352705,147
197274,2725,361,725,309062,147
7907509,429341,5175,28740,24152049,149
5954072,63016,4290,5964,8395058,151
4539237,409234,35804,36436,22918328,154
250134,8650,398,823,614692,156
3256368,27444,923,3714,1247515,143
16917783,415475,16586,32172,17345023,145
44134,8670,334,880,373184,145
3172714,160896,6813,14360,16935442,147
117389,64810,344,3938,1245242,148
32237,25115,381,0,260697,149
138353,30629,636,2239,288247,150
322091,22701,944,3449,1447882,153
65174,17381,513,2023,2340514,156
1141057,124746,2892,28489,2237519,143
1237120,57492,2886,4620,1439258,144
13597,1209,407,71,342564,173
1423395,130698,5642,19871,3644160,147
53781,3948,471,1369,200610,149
63982,8166,329,1003,341118,142
1177930,59604,842,1063,1652804,142
1127901,116770,4372,18598,1388170,144
1671267,17627,15557,9277,2160231,146
402007561,3094021,129502,242039,148689896,148
200659,11982,227,997,178163,150
227876,5412,180,341,491967,157
577037,68051,1882,31338,1283073,140
164020,12727,697,1477,350226,141
142526,103890,1543,1437,1233644,142
388718,38377,1829,2948,1005865,145
5024,2373,1477,687,458952,139
30782,4477,371,903,322227,139
1528868,26040,1436,1570,1724379,142
1622294,112989,1516,2848,2297986,142
562067,16870,205,638,834196,144
761101,4129,185,432,507121,145
706211484,1425496,119798,83941,139334502,148
263265,17105,13512,31931,1596487,149
670057,152228,1763,8703,2334865,153
1843255,151443,2205,12140,2668355,137
211976,14897,864,1368,927416,140
381309,15155,196,783,603868,145
155428,2669,1172,1458,876320,149
50592,21560,2332,4475,447473,136
31099,6665,1158,1171,619443,138
4309991,125681,962,3274,1940455,139
610767,24156,1755,6241,1687323,140
311556,37240,1269,2874,932859,142
3808453,287024,7019,16985,9019459,135
26985,15294,829,1439,302656,136
295581,13316,827,828,790388,137
279541,16139,887,2976,713285,139
3317476,67582,13207,10055,3754719,140
463295,64607,758,3947,1848104,142
3907265,41430,1018,1793,4551606,144
12066,4965,205,1288,686582,134
24971,7023,209,564,323504,135
195274,960,26,123,4804118,136
1512575,17910,376,841,1356734,138
560174,20192,1004,3434,1309130,139
43220,19417,755,5891,312793,140
269660,395,44,18,1120227,142
5537624,67483,1330,3599,2372980,145
25181,2513,198,806,269126,133
280169812,828626,36928,26279,71017021,136
245346,15577,286,894,1240734,136
3751762,231420,797,47382,3132527,139
3683,3789,220,2275,681882,143
97571,36127,1160,5811,1025505,143
764480,50927,1760,2525,1339587,146
1785652,67294,2532,6390,4550598,149
3098906,142619,13696,74964,14183631,134
8004887,192354,38675,29419,8538280,135
1846877,89452,1550,4651,2651325,135
47262,27256,591,2662,389001,136
527690,248715,3720,48389,2865758,138
1320835,93731,2221,11885,2741354,142
60394,2074,664,374,275455,142
160425,49985,714,503,883575,145
781632,20638,2567,2477,1892728,132
4909,3569,105,187,283301,131
261156,16536,2611,5623,858452,134
302389,7846,311,448,396857,135
884421,52151,949,1805,2679999,138
2236481,92367,1077,8381,2087376,139
141147,16859,312,958,404986,141
252890,68832,1491,2735,2513280,130
308464,12227,693,1552,500395,132
702638,34956,7355,3573,1731533,134
2158464,189440,3174,8078,6157587,137
8541491,130249,39174,29855,7127666,139
274411,35697,738,2561,1394264,138
12134398,811144,33051,48941,48654951,144
3287809,229250,8891,22123,6760593,130
53435,13879,843,3218,2957528,130
440294,19317,353,627,588502,132
578636,114706,1503,4543,1810234,135
7360969,446196,9293,32200,19834563,137
434208,14428,212,2679,401423,138
190057,24300,3210,4976,874634,142
48018,19956,1060,1921,899519,145
3137524,17072,2293,2204,1586426,129
592776,3454,530,0,1085968,131
38937,85113,269,5560,386819,130
59921,23409,776,1673,537376,132
57740,12684,122,572,310068,135
166261,39490,5465,5724,1402067,137
1469183,9754,658,552,920289,138
11259679,49729,698,2804,2095026,141
173563,32398,992,6826,1050795,128
105945,9974,231,833,602127,129
95534,18387,472,879,534570,130
575919,49615,618,3639,1367332,131
52979393,834068,89869,93136,36759844,134
770326,34312,13581,10150,9178923,135
227610,10712,316,746,562303,136
3842998,188129,1728,15545,3564336,136
1224015,105915,14429,3623,6492425,127
852031,25134,2183,1906,2512491,128
167692686,5023450,343541,517232,225211923,132
674721,13952,481,1085,788036,131
35826,4254,138,344,121892,132
100948,33134,846,2980,1180077,134
41618,10812,995,1563,427822,136
94417,15114,184,1492,471945,137
9414,3325,212,1263,531125,131
424972,11926,909,1840,1132118,134
2881701,73056,2988,5593,3183826,136
740954,114099,1322,16094,1576105,144
425899,28605,2417,3183,760827,148
5340797,111486,16133,15504,6415756,153
198184,25434,173,769,751768,124
3058342,37587,4880,5710,2889410,127
19381,1163,43,120,143619,127
49884,18957,750,3384,321872,128
149584,26505,1321,1550,526982,130
742629,11989,269,1063,561101,130
129820264,1378923,33465,67092,55054077,141
2701633,116674,5707,14279,4654027,124
114008,7321,2381,872,6518936,125
372973,33999,1634,1407,1474452,127
116141,18619,296,1536,556558,123
618786,26076,939,6192,1071848,125
907644,40851,2422,2327,2058483,128
23661,22055,7332,3525,2238723,130
1644758,84815,782,5731,1458061,131
29451427,2700800,29341,371864,29741771,132
14788097,564493,12675,34246,27039153,135
1288464,32868,854,1662,1887277,122
2200266,163325,20892,25323,10381263,125
3360824,46608,2080,5805,4867664,126
250203,40690,627,2739,1052662,128
2149825,49782,3964,0,10277358,131
5520449,54340,3022,2885,4808435,131
1459176,142231,4647,6042,14890847,134
523979,26807,1769,3138,2207257,135
297228,12919,634,1000,1128733,137
62673,5263,608,2563,1106828,122
250827,28520,791,2572,1725355,123
389986,115014,6974,14075,2955872,127
14442542,359012,9294,12451,20934803,129
167451,40468,2645,10669,1482174,129
67907,9028,612,1567,567037,130
204385,4180,863,1247,773673,133
453629,11027,941,1555,782123,137
307942,337688,1844,49195,3440148,122
3586839,221365,3505,13504,4444686,123
896891,29805,915,0,2144958,126
104083,22587,616,1649,1351321,128
12668,7427,240,525,197811,129
1334651,6873,7029,0,1675909,132
40249815,89910,2161,2507,9617950,134
639811,12506,430,496,806607,120
196524,54840,1007,9302,1478064,123
15003160,140214,10716,15418,21957640,124
41340715,922355,18037,41774,54863912,128
43856,7332,214,1469,498232,128
664904,33273,4110,0,3680550,128
242715,15436,230,772,364986,134
13608781,156895,3356,5564,9534322,135
90560,2296,308,866,649426,119
782276,49503,3728,16980,1969648,120
10713,5119,570,2167,1013344,123
357220,15132,521,1761,802184,125
98121,22917,164,1523,206126,127
19674174,247098,11847,9554,21980138,129
2272973,49697,602,1417,2255876,134
155827,12280,2179,2921,1122458,118
674333,20323,429,2517,1235835,120
60834,8276,664,761,488133,120
7405493,266382,5658,16609,6479552,122
1238656,59613,1199,6964,1752464,123
5355553,551373,16115,27094,15346180,127
582598,5736,219,466,447916,128
619662,12069,377,858,602362,130
93407,5298,599,363,489735,132
64996,20247,278,987,645247,136
1190764,12672,208,701,628234,116
38042,97093,668,7586,1226948,121
2485795,30153,4648,3633,1989746,125
891630,158678,2172,12243,2877877,128
32414,26029,761,2835,528634,129
678875,166520,19462,48467,8442986,137
322566,42743,1766,4025,935511,116
429546,29038,1121,2584,979732,118
196945,9645,171,587,393218,119
297624,48068,1032,3992,1066451,120
280290,34592,510,2244,677648,122
632793,84632,11097,7957,2624803,124
2050740,114540,6980,18424,3644362,130
1297548,494130,6966,51506,6841622,132
1418145,278324,5423,11359,12453063,116
349120,20248,668,2261,1165339,116
183030,20263,2590,4233,3558834,119
217857,6439,290,602,756470,120
513406,47121,837,4788,1828586,123
2000372,66030,1009,928,2275999,128
550496,77408,1392,18242,1749832,114
180572,25078,1078,879,566069,117
38385,10086,176,653,483048,118
2216268,146603,13924,32632,7862567,121
3507679,77927,1605,5607,3613243,128
59020809,853193,61049,48391,59877217,134
2081068,64643,1848,7589,4050988,113
1231728,140462,2264,7376,2826942,113
56692,10904,480,632,713784,115
108563,2389,407,473,330457,116
271977,35398,601,2565,1259904,121
77000,5694,423,726,791080,123
103137,24569,1627,4040,1315533,125
463451,15014,960,0,1213994,112
7709961,194147,4453,21655,4005642,113
8078,2027,1773,1934,264249,114
320570,19895,2831,3481,2003345,116
173297,10918,161,613,333587,117
432990,53572,544,2170,3793527,125
3258220,179872,2979,9206,7701371,113
37099,7724,218,1143,284743,114
1115854,101597,2308,10506,2763416,118
3776042,645888,4052,62610,8259128,120
233688,38633,1113,2756,1101782,123
635457,40519,7487,10345,3323467,133
2082782,93385,7992,16332,4502927,111
298200,39778,1335,15523,1666684,113
2917800,162795,3576,15424,3388958,115
906910,46673,1765,4973,1925345,116
19381,3735,225,0,691057,118
608772,39261,1238,4991,1318729,122
542406,34039,5504,6320,1255581,131
12331,4619,1838,7387,1071030,108
931542,43275,7695,14529,1937626,111
524561,36441,1876,3366,1655978,113
1063905,131127,1455,11228,2294013,115
189662,3642,80,162,2146016,115
3999020,266267,4237,14617,8300584,119
1768644,357079,212976,144795,10306119,121
254771,12920,1214,1392,653820,130
176932,41464,828,8300,721821,108
1560673,130602,11262,21974,5456838,111
932688,75071,1414,7805,1360154,113
25224,28010,1040,6580,533622,115
904940,119162,6217,51372,4823561,119
6094565,123054,2842,5746,10565823,127
1980191,216886,1183,7853,5019952,130
790734,75567,2053,4308,1445729,107
400251,22399,6921,9101,2771982,108
1147310,91776,5879,12679,2177792,111
111753,11469,190,773,395675,114
673009,23143,671,2277,751366,117
11733211,45128,1591,806,5534278,120
1307249,117457,4676,7314,2276613,123
413652,70922,11172,7952,8304593,131
39917,8444,574,3825,1028031,106
10841297,215271,5821,11510,5001009,108
179950,15055,676,5602,1158871,110
23783,143458,3272,10789,1756102,113
5814252,352352,5871,46624,7839668,123
1702560,216640,1093,19149,2179222,104
2636609,21697,1221,1660,1237208,106
4092531,115240,5069,9170,4682557,109
641814,40613,1010,1805,1091528,111
117786,16184,448,1757,399851,113
2193002,33243,4899,16703,5985284,115
1872390,143678,10925,17444,6995168,125
788844,53469,4330,0,4678751,104
3723657,140616,5284,12163,3350496,107
222756,68238,5188,6455,2235021,110
15329623,634770,16618,38300,21688951,115
305723,24369,806,1803,1209601,124
877377,43809,1500,6974,1933415,103
5796792,181845,2313,10202,5065000,105
9386536,181069,3711,14394,5948415,114
1433962,38160,1385,2657,1685609,120
202485,306473,13441,52719,3811648,124
38720105,472521,7435,14297,21986883,128
1560989,105866,1370,4881,1875878,102
2863554,37616,1641,2807,1096158,104
9240461,1817699,11949,156793,12709520,106
79482,16511,695,859,582693,107
1588680,38426,937,1961,1152468,110
187327,14059,663,1157,1009538,113
10367279,628861,42833,39363,41803845,120
11083765,35844,3229,7219,5249452,124
446601,43554,1002,3130,2047272,100
2206894,200994,8055,90979,4656429,104
103674,21773,3880,18299,1255834,106
388880,53429,346,3777,633790,107
336340,58740,1292,6149,1921167,109
17402974,230427,3383,22924,7676068,115
2136199,347100,6923,19977,13619534,123
4490861,347563,35874,29748,21888660,127
1925618,80125,2041,14909,1732015,100
13811916,12318,1345,1414,3577614,100
308503,19222,392,1639,377788,103
246186250,454441,10532,13881,21250349,107
56692,14269,1184,2874,439441,108
2305472,48889,890,1181,2653229,116
1331510,240989,2125,23357,4705269,125
1702353,65332,1213,7767,1877905,99
745544,8332,941,2498,1088185,103
1846145,39385,3814,4529,2752943,106
733953,28479,543,936,832097,114
2262600,210802,4166,15169,6004782,120
5467835,387156,8882,108849,3647441,99
2878667,95218,4721,8633,4203879,101
44464,3899,231,436,360432,102
1015396,112341,13681,11859,3494232,106
457566,29594,1363,4685,1084801,107
250346,21819,463,700,820885,108
896249,91836,66910,29673,3464680,112
11414900,518106,14427,26162,16777231,115
58676664,518240,5215,34466,4986664,96
11134425,243696,12874,16841,5517903,98
74388,11649,963,832,458664,100
22153227,911150,30130,78492,25016614,107
362614,38069,916,2972,697217,107
170361,6374,477,502,661572,113
541073,13948,2985,4664,1685312,115
2027971,192957,2846,13088,5660813,121
879733,155591,26049,39230,3659746,98
5070044,450315,21428,45545,22713067,101
7026965,441898,9947,38539,13782417,103
1737724,194878,1234,14131,2351845,110
56783550,835657,25283,38305,40087764,117
374655,26166,895,3517,607422,95
1704351,11660,270,871,788301,96
120350176,568680,44854,64390,20409647,99
1180399,11427,2305,2504,903651,101
135199,41063,5008,4808,1420352,107
1887074,46351,2295,2861,5564576,120
