video_id,publish_time,views,likes,dislikes,comment_count,new_views,views_change
Xk_Gv89jzas,2017-11-20T20:33:38.000Z,4524.0,44.0,7.0,9.0,6742.0,2218.0
THr_seahKUI,2017-11-27T14:17:59.000Z,2304379.0,35108.0,24731.0,19012.0,2994197.0,689818.0
uZ1M3DkKCEI,2017-11-27T14:00:43.000Z,6877412.0,208531.0,11055.0,14351.0,25004034.0,18126622.0
5qxqo2CQakA,2017-11-27T17:00:00.000Z,1429023.0,33689.0,8370.0,3057.0,3371197.0,1942174.0
UVaeRX9LybU,2017-11-27T17:42:18.000Z,1161776.0,60228.0,1976.0,11940.0,1536661.0,374885.0
NKin_i1pcFA,2017-11-27T17:00:48.000Z,1457307.0,29851.0,1032.0,7918.0,2544589.0,1087282.0
QzfnWcHhdyQ,2017-11-27T05:22:00.000Z,1172709.0,11033.0,958.0,3510.0,2142287.0,969578.0
UqItlHUSN-4,2017-11-27T15:00:54.000Z,3513086.0,118784.0,3594.0,11060.0,15547003.0,12033917.0
f3uZxD39awA,2017-11-27T16:14:14.000Z,502681.0,2699.0,1854.0,2193.0,588471.0,85790.0
2mrOcJNPxEc,2017-11-27T13:50:01.000Z,204915.0,1179.0,421.0,1025.0,266779.0,61864.0
GBhrvR838Ag,2017-11-27T18:48:15.000Z,169022.0,1250.0,705.0,1169.0,180350.0,11328.0
w2A8q3XIhu0,2017-11-27T16:00:04.000Z,556475.0,23837.0,275.0,1322.0,740582.0,184107.0
2fGXDFiFBhg,2017-11-26T15:59:15.000Z,5068126.0,206489.0,18261.0,51847.0,9715594.0,4647468.0
LQicq60aJaw,2017-11-27T19:38:39.000Z,1218771.0,8737.0,1004.0,3906.0,8939233.0,7720462.0
o7OwzKm8aa0,2017-11-27T18:35:39.000Z,302703.0,22861.0,447.0,1896.0,444886.0,142183.0
sOIBkZsGb0A,2017-11-27T16:00:06.000Z,168118.0,5670.0,399.0,614.0,237470.0,69352.0
QssLKnUk6pg,2017-11-27T17:40:44.000Z,249973.0,4414.0,180.0,491.0,291642.0,41669.0
lOT0GOyw2pY,2017-11-27T11:00:02.000Z,695072.0,18723.0,2365.0,4784.0,1257072.0,562000.0
d-NCySETRIc,2017-11-26T22:00:01.000Z,486240.0,7073.0,174.0,637.0,933492.0,447252.0
m7CtnR47w20,2017-11-27T17:18:29.000Z,311117.0,19172.0,255.0,1698.0,553215.0,242098.0
KrxDhokzEv4,2017-11-27T15:27:42.000Z,759274.0,24368.0,837.0,4077.0,1498113.0,738839.0
IOuFE-6Awos,2017-11-27T14:00:02.000Z,1548962.0,122670.0,1421.0,15016.0,12532285.0,10983323.0
X26e3rK5SSM,2017-11-26T03:30:23.000Z,980944.0,8335.0,2517.0,5304.0,1569744.0,588800.0
bkwLxcfcKTY,2017-11-27T14:39:18.000Z,49313.0,2466.0,74.0,291.0,69164.0,19851.0
XAzqBDFs418,2017-11-27T21:17:31.000Z,1752883.0,137210.0,1198.0,6341.0,5970054.0,4217171.0
AV5TOlGFHk0,2017-11-26T16:00:03.000Z,145213.0,4314.0,435.0,3769.0,147436.0,2223.0
aQzai9oXb-g,2017-11-26T22:30:52.000Z,464544.0,17398.0,304.0,1077.0,673738.0,209194.0
VKW64fQwzRc,2017-11-27T11:57:50.000Z,53812.0,423.0,34.0,324.0,101477.0,47665.0
SCR1KeLDZxw,2017-11-27T16:00:02.000Z,24907.0,611.0,42.0,98.0,55769.0,30862.0
8pffcngJJq0,2017-11-26T10:13:26.000Z,933117.0,514.0,127.0,0.0,1372469.0,439352.0
f0H4h0sfZIU,2017-11-25T18:23:17.000Z,27779.0,49.0,7.0,34.0,69784.0,42005.0
wgiW1uFZYr8,2017-11-25T22:44:41.000Z,169915.0,7518.0,152.0,793.0,1062887.0,892972.0
2UPIKvHp_m8,2017-11-26T16:16:16.000Z,4040.0,19.0,3.0,0.0,4233.0,193.0
2nshBD9EbxE,2017-11-23T16:00:00.000Z,1547962.0,37947.0,763.0,1827.0,10070724.0,8522762.0
zbV1zyg_4qU,2017-11-02T13:09:36.000Z,6890.0,199.0,9.0,72.0,161231.0,154341.0
JcC5VGOx8I8,2017-11-24T00:00:01.000Z,1728219.0,80272.0,425.0,1846.0,19341730.0,17613511.0
ir8UofAKNCM,2017-11-24T15:55:31.000Z,245735.0,10444.0,127.0,1101.0,2763680.0,2517945.0
gm5P74vcB84,2017-11-24T11:13:40.000Z,47178.0,1541.0,27.0,148.0,154480.0,107302.0
ilaSwO2fx40,2017-11-22T16:59:54.000Z,334148.0,1746.0,134.0,1442.0,566590.0,232442.0
qgGooEyeNNc,2017-11-22T18:12:15.000Z,651268.0,52910.0,245.0,2615.0,1662971.0,1011703.0
Wiq7z_HS5DY,2017-11-22T22:22:36.000Z,15870.0,910.0,41.0,80.0,147901.0,132031.0
lR-oJvKJyUY,2017-11-20T20:01:07.000Z,1273655.0,26473.0,1380.0,3106.0,4807919.0,3534264.0
Dkut3XLIVrI,2017-11-21T22:13:49.000Z,78674.0,4826.0,118.0,344.0,209074.0,130400.0
feDs1pIhTFQ,2017-11-21T16:43:05.000Z,90206.0,6419.0,34.0,443.0,507390.0,417184.0
